Patterns
"((134, 80), (134, 80))"
"((134, 80), (135, 77))"
"((135, 81), (135, 82))"
"((135, 81), (135, 81))"
"((135, 82), (135, 82))"
"((135, 82), (135, 81))"
"((135, 82), (135, 77))"
"((135, 82), (134, 82))"
"((135, 82), (135, 83))"
"((135, 80), (135, 77))"
"((135, 80), (135, 80))"
"((134, 77), (135, 77))"
"((134, 77), (134, 77))"
"((135, 76), (135, 77))"
"((135, 76), (135, 76))"
"((135, 77), (134, 77))"
"((135, 77), (135, 77))"
"((135, 77), (135, 77), (135, 77))"
"((135, 77), (135, 76))"
"((135, 77), (129, 81))"
"((135, 77), (135, 82))"
"((135, 77), (135, 78))"
"((135, 78), (135, 78))"
"((135, 78), (135, 77))"
"((129, 81), (129, 81))"
"((129, 81), (135, 77))"
"((99, 102), (99, 102))"
"((133, 82), (133, 82))"
"((183, 52), (183, 52))"
"((134, 78), (134, 78))"
"((135, 83), (135, 83))"
"((135, 84), (135, 84))"
"((136, 82), (136, 82))"
"((141, 87), (141, 87))"
"((134, 82), (135, 82))"
"((134, 82), (134, 82))"
"((66, 176), (66, 176))"
"((124, 88), (124, 88))"
"((134, 88), (134, 88))"
"((44, 2), (44, 2))"
"((141, 92), (141, 92))"
"((132, 82), (132, 82))"
"((134, 81), (134, 81))"
"((118, 132), (118, 132))"
"((44, 1), (44, 1))"
"((94, 24), (94, 24))"
"((94, 25), (94, 25))"
"((66, 175), (66, 175))"
"((121, 81), (121, 81))"
"((138, 88), (138, 88))"
"((2, 43), (2, 43))"
