Patterns
"((121, 99), (122, 99))"
"((121, 99), (121, 99))"
"((136, 122), (136, 122))"
"((126, 127), (126, 128))"
"((126, 127), (126, 128), (126, 127))"
"((126, 127), (126, 128), (126, 128))"
"((126, 127), (126, 127))"
"((126, 127), (126, 127), (126, 128))"
"((116, 134), (116, 135))"
"((116, 134), (116, 134))"
"((119, 99), (119, 99))"
"((145, 98), (145, 98))"
"((122, 99), (121, 99))"
"((122, 99), (122, 99))"
"((128, 127), (128, 127))"
"((144, 98), (144, 98))"
"((125, 128), (125, 126))"
"((125, 128), (125, 128))"
"((137, 123), (137, 123))"
"((137, 123), (137, 123), (137, 123))"
"((137, 123), (137, 123), (137, 122))"
"((137, 123), (137, 122))"
"((137, 123), (137, 122), (137, 123))"
"((126, 71), (126, 71))"
"((126, 71), (125, 71))"
"((144, 99), (144, 99))"
"((136, 82), (136, 82))"
"((126, 72), (126, 74))"
"((126, 72), (126, 72))"
"((101, 104), (101, 103))"
"((101, 104), (101, 102))"
"((101, 104), (101, 104))"
"((101, 104), (99, 106))"
"((101, 104), (101, 101))"
"((101, 103), (102, 104))"
"((101, 103), (98, 103))"
"((101, 103), (101, 104))"
"((101, 103), (99, 107))"
"((101, 103), (101, 102))"
"((101, 103), (101, 103))"
"((101, 103), (100, 101))"
"((101, 103), (101, 101))"
"((101, 103), (102, 105))"
"((101, 103), (99, 99))"
"((101, 103), (99, 106))"
"((101, 103), (100, 102))"
"((101, 103), (100, 103))"
"((101, 103), (103, 104))"
"((101, 103), (102, 103))"
"((101, 103), (100, 105))"
"((101, 103), (100, 106))"
"((137, 122), (137, 123))"
"((137, 122), (137, 123), (137, 123))"
"((137, 122), (137, 123), (137, 122))"
"((137, 122), (137, 122))"
"((138, 123), (138, 121))"
"((138, 123), (138, 123))"
"((110, 104), (110, 104))"
"((100, 103), (100, 103))"
"((100, 103), (101, 102))"
"((100, 103), (100, 104))"
"((82, 121), (82, 121))"
"((137, 82), (137, 82))"
"((126, 69), (126, 69))"
"((112, 106), (112, 106))"
"((124, 159), (124, 159))"
"((139, 81), (139, 81))"
"((36, 13), (36, 13))"
"((30, 1), (30, 1))"
"((30, 1), (30, 1), (30, 1))"
"((30, 1), (30, 1), (30, 1), (30, 1))"
"((30, 1), (30, 1), (30, 1), (30, 1), (30, 1))"
"((30, 1), (30, 1), (31, 1))"
"((30, 1), (31, 1))"
"((30, 1), (29, 1))"
"((30, 1), (29, 1), (30, 1))"
"((99, 109), (99, 109))"
"((98, 110), (101, 103))"
"((98, 110), (98, 110))"
"((94, 105), (94, 104))"
"((94, 105), (94, 105))"
"((94, 105), (94, 105), (94, 105))"
"((93, 102), (93, 102))"
"((93, 102), (93, 104))"
"((87, 98), (86, 97))"
"((95, 108), (95, 108))"
"((95, 99), (95, 99))"
"((95, 99), (94, 99))"
"((93, 103), (93, 103))"
"((96, 108), (96, 108))"
"((94, 103), (94, 103))"
"((94, 103), (94, 103), (94, 103))"
"((94, 103), (94, 103), (94, 103), (94, 103))"
"((94, 103), (94, 103), (95, 103))"
"((94, 103), (95, 103))"
"((94, 103), (95, 103), (95, 103))"
"((94, 103), (95, 103), (94, 103))"
"((95, 107), (95, 107))"
"((99, 99), (101, 102))"
"((99, 99), (99, 99))"
"((99, 99), (101, 103))"
"((99, 99), (100, 102))"
"((99, 99), (99, 98))"
"((99, 99), (126, 71))"
"((97, 101), (96, 101))"
"((97, 101), (97, 101))"
"((95, 112), (95, 112))"
"((92, 107), (92, 107))"
"((102, 99), (102, 98))"
"((102, 99), (102, 99))"
"((102, 99), (102, 100))"
"((92, 97), (92, 97))"
"((191, 1), (191, 1))"
"((191, 1), (191, 1), (191, 1))"
"((190, 1), (190, 1))"
"((192, 1), (192, 1))"
"((188, 61), (188, 61))"
"((188, 61), (188, 61), (188, 61))"
"((188, 61), (188, 62))"
"((188, 61), (188, 62), (188, 62))"
"((103, 111), (103, 111))"
"((103, 111), (103, 111), (104, 111))"
"((103, 111), (104, 111))"
"((92, 99), (92, 99))"
"((92, 99), (91, 99))"
"((93, 99), (92, 99))"
"((93, 99), (93, 98))"
"((93, 99), (93, 99))"
"((93, 98), (93, 99))"
"((93, 98), (93, 98))"
"((143, 77), (143, 77))"
"((98, 112), (98, 113))"
"((100, 110), (100, 110))"
"((99, 101), (101, 103))"
"((99, 101), (99, 99))"
"((99, 101), (99, 101))"
"((193, 68), (194, 68))"
"((193, 68), (193, 68))"
"((184, 65), (184, 65))"
"((111, 112), (111, 112))"
"((111, 112), (111, 111))"
"((94, 104), (94, 104))"
"((94, 104), (94, 105))"
"((102, 103), (101, 103))"
"((102, 103), (102, 103))"
"((114, 102), (115, 102))"
"((114, 102), (114, 102))"
"((114, 102), (114, 102), (114, 102))"
"((97, 96), (97, 96))"
"((101, 114), (101, 114))"
"((96, 88), (95, 88))"
"((96, 88), (96, 88))"
"((96, 88), (96, 88), (96, 88))"
"((97, 92), (97, 92))"
"((91, 95), (91, 95))"
"((97, 91), (97, 91))"
"((91, 92), (91, 92))"
"((97, 98), (97, 98))"
"((97, 98), (99, 99))"
"((108, 116), (108, 116))"
"((105, 113), (105, 112))"
"((105, 113), (104, 111))"
"((105, 113), (104, 113))"
"((105, 113), (105, 113))"
"((102, 110), (102, 110))"
"((97, 94), (97, 94))"
"((103, 104), (101, 102))"
"((103, 104), (101, 103))"
"((97, 97), (97, 97))"
"((97, 100), (101, 103))"
"((97, 100), (99, 101))"
"((97, 100), (97, 100))"
"((97, 113), (97, 113))"
"((97, 113), (97, 113), (97, 113))"
"((97, 113), (97, 113), (97, 113), (97, 113))"
"((97, 113), (97, 112))"
"((97, 113), (96, 112))"
"((97, 113), (96, 113))"
"((97, 113), (98, 113))"
"((107, 113), (106, 113))"
"((107, 78), (107, 78))"
"((101, 110), (101, 110))"
"((96, 101), (96, 101))"
"((98, 98), (98, 98))"
"((89, 97), (88, 97))"
"((89, 97), (89, 98))"
"((89, 97), (89, 97))"
"((94, 99), (94, 98))"
"((94, 99), (94, 98), (94, 98))"
"((94, 99), (94, 99))"
"((94, 99), (94, 99), (94, 98))"
"((95, 105), (95, 105))"
"((97, 115), (97, 116))"
"((97, 115), (97, 115))"
"((97, 115), (97, 115), (97, 115))"
"((97, 115), (98, 115))"
"((100, 112), (100, 111))"
"((100, 112), (100, 112))"
"((113, 117), (113, 117))"
"((113, 117), (114, 116))"
"((113, 117), (114, 117))"
"((95, 104), (95, 104))"
"((96, 100), (97, 100))"
"((95, 88), (96, 88))"
"((95, 88), (95, 88))"
"((103, 117), (103, 118))"
"((103, 117), (103, 117))"
"((103, 117), (103, 117), (103, 117))"
"((104, 111), (100, 110))"
"((104, 111), (105, 113))"
"((104, 111), (103, 111))"
"((104, 111), (102, 110))"
"((104, 111), (104, 111))"
"((104, 111), (104, 111), (104, 111))"
"((104, 111), (104, 111), (104, 111), (104, 111))"
"((104, 111), (105, 112))"
"((95, 101), (95, 101))"
"((98, 108), (98, 108))"
"((97, 112), (97, 113))"
"((97, 112), (97, 112))"
"((97, 112), (96, 112))"
"((90, 97), (90, 97))"
"((102, 97), (102, 97))"
"((102, 100), (102, 100))"
"((102, 100), (102, 99))"
"((103, 112), (103, 112))"
"((115, 102), (115, 102))"
"((115, 102), (114, 102))"
"((111, 108), (111, 108))"
"((111, 108), (111, 108), (111, 108))"
"((111, 108), (109, 105))"
"((116, 135), (116, 134))"
"((116, 135), (116, 135))"
"((114, 125), (114, 125))"
"((115, 134), (115, 134))"
"((198, 72), (198, 72))"
"((141, 106), (141, 106))"
"((141, 106), (143, 106))"
"((110, 109), (110, 109))"
"((110, 109), (111, 108))"
"((110, 109), (111, 109))"
"((115, 110), (115, 110))"
"((115, 109), (115, 110))"
"((115, 109), (115, 109))"
"((121, 127), (119, 129))"
"((121, 127), (121, 127))"
"((178, 62), (178, 61))"
"((155, 57), (155, 57))"
"((155, 57), (155, 57), (155, 57))"
"((155, 57), (155, 57), (155, 57), (155, 57))"
"((45, 78), (45, 78))"
"((161, 52), (161, 52))"
"((161, 52), (160, 52))"
"((161, 52), (160, 53))"
"((182, 61), (181, 61))"
"((182, 61), (181, 61), (182, 61))"
"((182, 61), (181, 61), (181, 61))"
"((182, 61), (182, 61))"
"((182, 61), (182, 61), (182, 61))"
"((182, 61), (181, 60))"
"((128, 178), (128, 178))"
"((100, 111), (100, 111))"
"((100, 111), (100, 112))"
"((107, 115), (107, 115))"
"((97, 111), (97, 111))"
"((102, 116), (102, 116))"
"((102, 116), (103, 117))"
"((117, 141), (117, 141))"
"((117, 141), (117, 142))"
"((102, 117), (102, 116))"
"((102, 117), (102, 117))"
"((106, 119), (106, 119))"
"((106, 119), (106, 118))"
"((106, 119), (107, 118))"
"((128, 183), (128, 183))"
"((128, 183), (128, 183), (128, 183))"
"((128, 183), (128, 181))"
"((128, 184), (128, 183))"
"((128, 184), (128, 184))"
"((128, 179), (128, 177))"
"((128, 179), (128, 179))"
"((102, 113), (102, 113))"
"((100, 113), (100, 113))"
"((100, 113), (101, 113))"
"((103, 118), (103, 118))"
"((103, 118), (103, 118), (103, 118))"
"((103, 118), (103, 117))"
"((89, 109), (89, 109))"
"((128, 181), (128, 183))"
"((110, 127), (110, 127))"
"((145, 51), (146, 51))"
"((145, 51), (145, 51))"
"((145, 51), (145, 51), (145, 51))"
"((145, 51), (145, 51), (145, 51), (145, 51))"
"((136, 55), (136, 55))"
"((136, 55), (136, 54))"
"((183, 61), (183, 61))"
"((145, 48), (145, 48))"
"((178, 61), (178, 61))"
"((199, 69), (199, 69))"
"((199, 69), (199, 69), (199, 69))"
"((199, 69), (199, 69), (199, 69), (199, 69))"
"((199, 69), (199, 69), (199, 69), (199, 69), (199, 69))"
"((199, 69), (199, 69), (200, 69))"
"((199, 69), (200, 69))"
"((199, 69), (200, 69), (200, 69))"
"((199, 69), (200, 69), (199, 69))"
"((199, 69), (200, 69), (199, 69), (199, 69))"
"((199, 69), (199, 70))"
"((146, 51), (146, 50))"
"((146, 51), (146, 51))"
"((146, 51), (146, 51), (146, 51))"
"((146, 51), (145, 51))"
"((115, 159), (116, 157))"
"((140, 47), (140, 49))"
