Patterns
"((29, 158), (29, 158))"
"((29, 158), (29, 157))"
"((28, 157), (28, 157))"
"((28, 158), (28, 157))"
"((28, 158), (28, 158))"
"((28, 158), (28, 159))"
"((27, 157), (27, 157))"
"((27, 157), (27, 156))"
"((27, 157), (28, 157))"
"((23, 156), (23, 156))"
"((23, 156), (23, 157))"
"((24, 155), (23, 153))"
"((24, 155), (26, 153))"
"((24, 155), (24, 155))"
"((24, 155), (24, 155), (24, 155))"
"((24, 155), (23, 156))"
"((24, 155), (24, 156))"
"((24, 155), (24, 154))"
"((24, 155), (25, 153))"
"((24, 155), (24, 153))"
"((27, 145), (27, 145))"
"((27, 145), (27, 144))"
"((27, 145), (28, 145))"
"((31, 138), (31, 138))"
"((31, 138), (31, 138), (31, 138))"
"((31, 138), (31, 137))"
"((31, 138), (31, 139))"
"((31, 138), (30, 138))"
"((31, 138), (32, 138))"
"((37, 127), (37, 127))"
"((41, 115), (41, 115))"
"((27, 149), (26, 153))"
"((27, 149), (26, 150))"
"((27, 149), (27, 149))"
"((27, 149), (27, 149), (27, 149))"
"((27, 149), (27, 149), (27, 149), (27, 149))"
"((27, 149), (26, 149))"
"((27, 149), (26, 152))"
"((27, 149), (27, 148))"
"((26, 156), (26, 155))"
"((26, 156), (26, 156))"
"((26, 156), (26, 156), (26, 156))"
"((26, 156), (26, 157))"
"((26, 156), (26, 153))"
"((26, 156), (27, 156))"
"((27, 155), (28, 155))"
"((27, 155), (27, 154))"
"((27, 155), (27, 156))"
"((27, 155), (26, 153))"
"((27, 155), (27, 155))"
"((27, 155), (27, 155), (27, 155))"
"((27, 155), (26, 155))"
"((29, 157), (29, 157))"
"((29, 157), (29, 157), (29, 157))"
"((29, 157), (30, 157))"
"((29, 157), (29, 156))"
"((29, 157), (29, 158))"
"((52, 81), (52, 82))"
"((52, 81), (52, 81))"
"((33, 136), (33, 136))"
"((33, 136), (33, 135))"
"((26, 157), (26, 157))"
"((26, 157), (26, 157), (26, 157))"
"((26, 157), (26, 156))"
"((26, 157), (26, 153))"
"((26, 157), (26, 158))"
"((30, 141), (30, 141))"
"((30, 141), (30, 141), (30, 141))"
"((30, 141), (30, 140))"
"((30, 141), (30, 142))"
"((49, 88), (49, 88))"
"((49, 88), (49, 88), (49, 88))"
"((49, 88), (49, 88), (49, 88), (49, 88))"
"((49, 88), (49, 87))"
"((49, 88), (48, 88))"
"((26, 153), (28, 153))"
"((26, 153), (25, 155))"
"((26, 153), (20, 177))"
"((26, 153), (26, 152))"
"((26, 153), (26, 152), (26, 152))"
"((26, 153), (26, 152), (26, 153))"
"((26, 153), (26, 153))"
"((26, 153), (26, 153), (26, 153))"
"((26, 153), (26, 153), (26, 153), (26, 153))"
"((26, 153), (26, 153), (26, 153), (26, 153), (26, 153))"
"((26, 153), (26, 153), (26, 154))"
"((26, 153), (26, 153), (26, 152))"
"((26, 153), (24, 151))"
"((26, 153), (27, 155))"
"((26, 153), (27, 149))"
"((26, 153), (25, 154))"
"((26, 153), (26, 151))"
"((26, 153), (26, 154))"
"((26, 153), (26, 154), (26, 153))"
